GAME_ID,GAME_DATE,TEAM_ID,TEAM_NAME,MATCHUP,WL,PTS,PLUS_MINUS
0042200405,2023-06-12,1610612748,Miami Heat,MIA @ DEN,L,89,-5.0
0042200405,2023-06-12,1610612743,Denver Nuggets,DEN vs. MIA,W,94,5.0
0042200404,2023-06-09,1610612743,Denver Nuggets,DEN @ MIA,W,108,13.0
0042200404,2023-06-09,1610612748,Miami Heat,MIA vs. DEN,L,95,-13.0
0042200403,2023-06-07,1610612743,Denver Nuggets,DEN @ MIA,W,109,15.0
0042200403,2023-06-07,1610612748,Miami Heat,MIA vs. DEN,L,94,-15.0
0042200402,2023-06-04,1610612748,Miami Heat,MIA @ DEN,W,111,3.0
0042200402,2023-06-04,1610612743,Denver Nuggets,DEN vs. MIA,L,108,-3.0
0042200401,2023-06-01,1610612743,Denver Nuggets,DEN vs. MIA,W,104,11.0
0042200401,2023-06-01,1610612748,Miami Heat,MIA @ DEN,L,93,-11.0
0042200307,2023-05-29,1610612748,Miami Heat,MIA @ BOS,W,103,19.0
0042200307,2023-05-29,1610612738,Boston Celtics,BOS vs. MIA,L,84,-19.0
0042200306,2023-05-27,1610612748,Miami Heat,MIA vs. BOS,L,103,-1.0
0042200306,2023-05-27,1610612738,Boston Celtics,BOS @ MIA,W,104,1.0
0042200305,2023-05-25,1610612738,Boston Celtics,BOS vs. MIA,W,110,13.0
0042200305,2023-05-25,1610612748,Miami Heat,MIA @ BOS,L,97,-13.0
0042200304,2023-05-23,1610612738,Boston Celtics,BOS @ MIA,W,116,17.0
0042200304,2023-05-23,1610612748,Miami Heat,MIA vs. BOS,L,99,-17.0
0042200314,2023-05-22,1610612743,Denver Nuggets,DEN @ LAL,W,113,2.0
0042200314,2023-05-22,1610612747,Los Angeles Lakers,LAL vs. DEN,L,111,-2.0
0042200303,2023-05-21,1610612748,Miami Heat,MIA vs. BOS,W,128,26.0
0042200303,2023-05-21,1610612738,Boston Celtics,BOS @ MIA,L,102,-26.0
0042200313,2023-05-20,1610612747,Los Angeles Lakers,LAL vs. DEN,L,108,-11.0
0042200313,2023-05-20,1610612743,Denver Nuggets,DEN @ LAL,W,119,11.0
0042200302,2023-05-19,1610612748,Miami Heat,MIA @ BOS,W,111,6.0
0042200302,2023-05-19,1610612738,Boston Celtics,BOS vs. MIA,L,105,-6.0
0042200312,2023-05-18,1610612743,Denver Nuggets,DEN vs. LAL,W,108,5.0
0042200312,2023-05-18,1610612747,Los Angeles Lakers,LAL @ DEN,L,103,-5.0
0042200301,2023-05-17,1610612748,Miami Heat,MIA @ BOS,W,123,7.0
0042200301,2023-05-17,1610612738,Boston Celtics,BOS vs. MIA,L,116,-7.0
0042200311,2023-05-16,1610612743,Denver Nuggets,DEN vs. LAL,W,132,6.0
0042200311,2023-05-16,1610612747,Los Angeles Lakers,LAL @ DEN,L,126,-6.0
0042200217,2023-05-14,1610612738,Boston Celtics,BOS vs. PHI,W,112,24.0
0042200217,2023-05-14,1610612755,Philadelphia 76ers,PHI @ BOS,L,88,-24.0
0042200236,2023-05-12,1610612747,Los Angeles Lakers,LAL vs. GSW,W,122,21.0
0042200206,2023-05-12,1610612748,Miami Heat,MIA vs. NYK,W,96,4.0
0042200236,2023-05-12,1610612744,Golden State Warriors,GSW @ LAL,L,101,-21.0
0042200206,2023-05-12,1610612752,New York Knicks,NYK @ MIA,L,92,-4.0
0042200226,2023-05-11,1610612743,Denver Nuggets,DEN @ PHX,W,125,25.0
0042200216,2023-05-11,1610612738,Boston Celtics,BOS @ PHI,W,95,9.0
0042200226,2023-05-11,1610612756,Phoenix Suns,PHX vs. DEN,L,100,-25.0
