team_id,playoff_net_rtg
1610612737,-0.2
1610612738,-8.4
1610612751,-5.7
1610612741,3.1
1610612739,4.4
1610612742,-4.3
1610612744,8.2
1610612745,-2.4
1610612746,1.1
1610612763,-1.5
1610612749,-12.5
1610612740,-8.2
1610612757,-7.6
1610612759,1.1
1610612761,-14.9
1610612764,3.9
