team_id,playoff_net_rtg
1610612738,8.6
1610612739,-6.4
1610612742,2.6
1610612743,-1.4
1610612754,1.2
1610612746,-6.4
1610612747,-3.7
1610612748,-17.0
1610612749,-2.6
1610612750,3.9
1610612740,-16.2
1610612752,-2.5
1610612760,6.4
1610612753,4.9
1610612755,0.2
1610612756,-13.9
