team_id,playoff_net_rtg
1610612737,-11.8
1610612738,3.9
1610612751,-4.1
1610612741,-13.8
1610612742,0.6
1610612743,-8.0
1610612744,4.9
1610612763,2.7
1610612748,3.8
1610612749,0.6
1610612750,-5.9
1610612740,-2.2
1610612755,1.0
1610612756,0.0
1610612761,-9.9
1610612762,-6.4
