team_id,playoff_net_rtg
1610612737,-0.8
1610612738,-6.9
1610612766,-9.3
1610612739,9.5
1610612742,-18.7
1610612765,-10.1
1610612744,4.5
1610612745,-19.3
1610612754,1.9
1610612746,0.7
1610612763,-23.9
1610612748,3.1
1610612760,5.5
1610612757,-2.3
1610612759,9.3
1610612761,-4.7
