team_id,playoff_net_rtg
1610612738,6.2
1610612739,11.8
1610612743,-5.5
1610612765,-0.4
1610612744,-3.4
1610612745,-0.2
1610612754,2.1
1610612746,0.6
1610612747,-7.6
1610612763,-19.8
1610612748,-33.5
1610612749,-6.9
1610612750,3.1
1610612752,-0.5
1610612760,8.6
1610612753,-13.7
