team_id,playoff_net_rtg
1610612737,-0.5
1610612738,-3.1
1610612741,-6.9
1610612739,8.1
1610612744,12.9
1610612745,1.2
1610612754,-4.5
1610612746,-1.1
1610612763,-9.3
1610612749,-0.4
1610612760,-8.7
1610612757,-16.9
1610612759,1.2
1610612761,-5.9
1610612762,-5.2
1610612764,-0.3
