team_id,playoff_net_rtg
1610612737,-4.5
1610612738,3.2
1610612751,-11.8
1610612739,-5.4
1610612743,8.0
1610612744,-0.2
1610612746,-6.2
1610612747,2.4
1610612763,-7.2
1610612748,1.9
1610612749,-4.8
1610612750,-7.7
1610612752,0.0
1610612755,-2.0
1610612756,-2.2
1610612758,-2.2
