GAME_ID,GAME_DATE,TEAM_ID,TEAM_NAME,MATCHUP,WL,PTS,PLUS_MINUS
0041500407,2016-06-19,1610612744,Golden State Warriors,GSW vs. CLE,L,89,-4.0
0041500407,2016-06-19,1610612739,Cleveland Cavaliers,CLE @ GSW,W,93,4.0
0041500406,2016-06-16,1610612744,Golden State Warriors,GSW @ CLE,L,101,-14.0
0041500406,2016-06-16,1610612739,Cleveland Cavaliers,CLE vs. GSW,W,115,14.0
0041500405,2016-06-13,1610612744,Golden State Warriors,GSW vs. CLE,L,97,-15.0
0041500405,2016-06-13,1610612739,Cleveland Cavaliers,CLE @ GSW,W,112,15.0
0041500404,2016-06-10,1610612739,Cleveland Cavaliers,CLE vs. GSW,L,97,-11.0
0041500404,2016-06-10,1610612744,Golden State Warriors,GSW @ CLE,W,108,11.0
0041500403,2016-06-08,1610612739,Cleveland Cavaliers,CLE vs. GSW,W,120,30.0
0041500403,2016-06-08,1610612744,Golden State Warriors,GSW @ CLE,L,90,-30.0
0041500402,2016-06-05,1610612739,Cleveland Cavaliers,CLE @ GSW,L,77,-33.0
0041500402,2016-06-05,1610612744,Golden State Warriors,GSW vs. CLE,W,110,33.0
0041500401,2016-06-02,1610612739,Cleveland Cavaliers,CLE @ GSW,L,89,-15.0
0041500401,2016-06-02,1610612744,Golden State Warriors,GSW vs. CLE,W,104,15.0
0041500317,2016-05-30,1610612744,Golden State Warriors,GSW vs. OKC,W,96,8.0
0041500317,2016-05-30,1610612760,Oklahoma City Thunder,OKC @ GSW,L,88,-8.0
0041500316,2016-05-28,1610612744,Golden State Warriors,GSW @ OKC,W,108,7.0
0041500316,2016-05-28,1610612760,Oklahoma City Thunder,OKC vs. GSW,L,101,-7.0
0041500306,2016-05-27,1610612761,Toronto Raptors,TOR vs. CLE,L,87,-26.0
0041500306,2016-05-27,1610612739,Cleveland Cavaliers,CLE @ TOR,W,113,26.0
0041500315,2016-05-26,1610612760,Oklahoma City Thunder,OKC @ GSW,L,111,-9.0
0041500315,2016-05-26,1610612744,Golden State Warriors,GSW vs. OKC,W,120,9.0
0041500305,2016-05-25,1610612739,Cleveland Cavaliers,CLE vs. TOR,W,116,38.0
0041500305,2016-05-25,1610612761,Toronto Raptors,TOR @ CLE,L,78,-38.0
0041500314,2016-05-24,1610612760,Oklahoma City Thunder,OKC vs. GSW,W,118,24.0
0041500314,2016-05-24,1610612744,Golden State Warriors,GSW @ OKC,L,94,-24.0
0041500304,2016-05-23,1610612739,Cleveland Cavaliers,CLE @ TOR,L,99,-6.0
0041500304,2016-05-23,1610612761,Toronto Raptors,TOR vs. CLE,W,105,6.0
0041500313,2016-05-22,1610612760,Oklahoma City Thunder,OKC vs. GSW,W,133,28.0
0041500313,2016-05-22,1610612744,Golden State Warriors,GSW @ OKC,L,105,-28.0
0041500303,2016-05-21,1610612761,Toronto Raptors,TOR vs. CLE,W,99,15.0
0041500303,2016-05-21,1610612739,Cleveland Cavaliers,CLE @ TOR,L,84,-15.0
0041500302,2016-05-19,1610612761,Toronto Raptors,TOR @ CLE,L,89,-19.0
0041500302,2016-05-19,1610612739,Cleveland Cavaliers,CLE vs. TOR,W,108,19.0
0041500312,2016-05-18,1610612744,Golden State Warriors,GSW vs. OKC,W,118,27.0
0041500312,2016-05-18,1610612760,Oklahoma City Thunder,OKC @ GSW,L,91,-27.0
0041500301,2016-05-17,1610612761,Toronto Raptors,TOR @ CLE,L,84,-31.0
0041500301,2016-05-17,1610612739,Cleveland Cavaliers,CLE vs. TOR,W,115,31.0
0041500311,2016-05-16,1610612760,Oklahoma City Thunder,OKC @ GSW,W,108,6.0
0041500311,2016-05-16,1610612744,Golden State Warriors,GSW vs. OKC,L,102,-6.0
0041500217,2016-05-15,1610612761,Toronto Raptors,TOR vs. MIA,W,116,27.0
0041500217,2016-05-15,1610612748,Miami Heat,MIA @ TOR,L,89,-27.0
0041500216,2016-05-13,1610612761,Toronto Raptors,TOR @ MIA,L,91,-12.0
0041500216,2016-05-13,1610612748,Miami Heat,MIA vs. TOR,W,103,12.0
0041500236,2016-05-12,1610612759,San Antonio Spurs,SAS @ OKC,L,99,-14.0
0041500236,2016-05-12,1610612760,Oklahoma City Thunder,OKC vs. SAS,W,113,14.0
0041500225,2016-05-11,1610612744,Golden State Warriors,GSW vs. POR,W,125,4.0
0041500225,2016-05-11,1610612757,Portland Trail Blazers,POR @ GSW,L,121,-4.0
0041500215,2016-05-11,1610612761,Toronto Raptors,TOR vs. MIA,W,99,8.0
0041500215,2016-05-11,1610612748,Miami Heat,MIA @ TOR,L,91,-8.0
0041500235,2016-05-10,1610612760,Oklahoma City Thunder,OKC @ SAS,W,95,4.0
0041500235,2016-05-10,1610612759,San Antonio Spurs,SAS vs. OKC,L,91,-4.0
0041500214,2016-05-09,1610612748,Miami Heat,MIA vs. TOR,W,94,7.0
0041500224,2016-05-09,1610612744,Golden State Warriors,GSW @ POR,W,132,7.0
0041500214,2016-05-09,1610612761,Toronto Raptors,TOR @ MIA,L,87,-7.0
0041500224,2016-05-09,1610612757,Portland Trail Blazers,POR vs. GSW,L,125,-7.0
0041500204,2016-05-08,1610612739,Cleveland Cavaliers,CLE @ ATL,W,100,1.0
0041500234,2016-05-08,1610612760,Oklahoma City Thunder,OKC vs. SAS,W,111,14.0
0041500234,2016-05-08,1610612759,San Antonio Spurs,SAS @ OKC,L,97,-14.0
0041500204,2016-05-08,1610612737,Atlanta Hawks,ATL vs. CLE,L,99,-1.0
0041500213,2016-05-07,1610612748,Miami Heat,MIA vs. TOR,L,91,-4.0
0041500223,2016-05-07,1610612757,Portland Trail Blazers,POR vs. GSW,W,120,12.0
0041500213,2016-05-07,1610612761,Toronto Raptors,TOR @ MIA,W,95,4.0
0041500223,2016-05-07,1610612744,Golden State Warriors,GSW @ POR,L,108,-12.0
0041500203,2016-05-06,1610612739,Cleveland Cavaliers,CLE @ ATL,W,121,13.0
0041500233,2016-05-06,1610612759,San Antonio Spurs,SAS @ OKC,W,100,4.0
