team_id,team_name,games_played,wins,losses,win_pct,off_rtg,def_rtg,net_rtg,pace,pie,tov_pct,oreb_pct,ts_pct,fg3_rate,ftr,point_diff,win_streak,srs
1610612760,Oklahoma City Thunder,82,49,33,0.598,109.8,106.5,3.4,103.38,0.506,0.134,0.298,0.5452380952380952,0.3468085106382979,0.26595744680851063,3.4,5,3.54
1610612753,Orlando Magic,82,42,40,0.512,108.2,107.6,0.6,98.65,0.508,0.133,0.259,0.5499856480911961,0.3602693602693603,0.2154882154882155,0.7,4,0.291
1610612755,Philadelphia 76ers,82,51,31,0.622,111.6,109.0,2.6,102.59,0.529,0.144,0.278,0.5742771684945165,0.3424036281179138,0.31179138321995464,2.7,1,2.273
1610612756,Phoenix Suns,82,19,63,0.232,105.3,114.2,-8.9,101.15,0.45,0.153,0.247,0.5519160471515998,0.3352402745995423,0.2597254004576659,-9.3,-2,-8.628
1610612757,Portland Trail Blazers,82,53,29,0.646,113.7,109.5,4.2,99.96,0.521,0.137,0.308,0.5686550588981876,0.33885209713024284,0.2571743929359824,4.2,3,4.438
1610612758,Sacramento Kings,82,39,43,0.476,109.6,110.8,-1.2,103.88,0.495,0.128,0.268,0.5538957007605153,0.32116004296455425,0.24382384532760473,-1.1,-3,-0.805
1610612759,San Antonio Spurs,82,48,34,0.585,112.2,110.6,1.6,98.88,0.516,0.122,0.246,0.5719991806636624,0.2861990950226244,0.23755656108597284,1.7,3,1.813
1610612761,Toronto Raptors,82,58,24,0.707,112.6,106.8,5.8,100.51,0.533,0.138,0.265,0.579064587973274,0.3793490460157127,0.2469135802469136,6.1,2,5.506
1610612762,Utah Jazz,82,50,32,0.61,110.3,105.3,5.0,100.84,0.539,0.149,0.275,0.5721163695963941,0.3935185185185185,0.2951388888888889,5.3,-1,5.364
1610612764,Washington Wizards,82,32,50,0.39,110.2,112.9,-2.7,102.23,0.487,0.136,0.252,0.5665102965731097,0.36958934517203107,0.26526082130965595,-2.9,-4,-3.325
