GAME_ID,GAME_DATE,TEAM_ID,TEAM_NAME,MATCHUP,WL,PTS,PLUS_MINUS
0041700221,2018-04-29,1610612745,Houston Rockets,HOU vs. UTA,W,110,14.0
0041700231,2018-04-28,1610612744,Golden State Warriors,GSW vs. NOP,W,123,22.0
0041700231,2018-04-28,1610612740,New Orleans Pelicans,NOP @ GSW,L,101,-22.0
0041700117,2018-04-28,1610612738,Boston Celtics,BOS vs. MIL,W,112,16.0
0041700117,2018-04-28,1610612749,Milwaukee Bucks,MIL @ BOS,L,96,-16.0
0041700106,2018-04-27,1610612764,Washington Wizards,WAS vs. TOR,L,92,-10.0
0041700106,2018-04-27,1610612761,Toronto Raptors,TOR @ WAS,W,102,10.0
0041700136,2018-04-27,1610612739,Cleveland Cavaliers,CLE @ IND,L,87,-34.0
0041700176,2018-04-27,1610612760,Oklahoma City Thunder,OKC @ UTA,L,91,-5.0
0041700176,2018-04-27,1610612762,Utah Jazz,UTA vs. OKC,W,96,5.0
0041700136,2018-04-27,1610612754,Indiana Pacers,IND vs. CLE,W,121,34.0
0041700116,2018-04-26,1610612738,Boston Celtics,BOS @ MIL,L,86,-11.0
0041700116,2018-04-26,1610612749,Milwaukee Bucks,MIL vs. BOS,W,97,11.0
0041700105,2018-04-25,1610612761,Toronto Raptors,TOR vs. WAS,W,108,10.0
0041700175,2018-04-25,1610612760,Oklahoma City Thunder,OKC vs. UTA,W,107,8.0
0041700135,2018-04-25,1610612739,Cleveland Cavaliers,CLE vs. IND,W,98,3.0
0041700135,2018-04-25,1610612754,Indiana Pacers,IND @ CLE,L,95,-3.0
0041700145,2018-04-25,1610612745,Houston Rockets,HOU vs. MIN,W,122,18.0
0041700145,2018-04-25,1610612750,Minnesota Timberwolves,MIN @ HOU,L,104,-18.0
0041700175,2018-04-25,1610612762,Utah Jazz,UTA @ OKC,L,99,-8.0
0041700105,2018-04-25,1610612764,Washington Wizards,WAS @ TOR,L,98,-10.0
0041700155,2018-04-24,1610612759,San Antonio Spurs,SAS @ GSW,L,91,-8.0
0041700115,2018-04-24,1610612738,Boston Celtics,BOS vs. MIL,W,92,5.0
0041700155,2018-04-24,1610612744,Golden State Warriors,GSW vs. SAS,W,99,8.0
0041700115,2018-04-24,1610612749,Milwaukee Bucks,MIL @ BOS,L,87,-5.0
0041700125,2018-04-24,1610612748,Miami Heat,MIA @ PHI,L,91,-13.0
0041700125,2018-04-24,1610612755,Philadelphia 76ers,PHI vs. MIA,W,104,13.0
0041700144,2018-04-23,1610612745,Houston Rockets,HOU @ MIN,W,119,19.0
0041700174,2018-04-23,1610612760,Oklahoma City Thunder,OKC @ UTA,L,96,-17.0
0041700174,2018-04-23,1610612762,Utah Jazz,UTA vs. OKC,W,113,17.0
0041700144,2018-04-23,1610612750,Minnesota Timberwolves,MIN vs. HOU,L,100,-19.0
0041700134,2018-04-22,1610612739,Cleveland Cavaliers,CLE @ IND,W,104,4.0
0041700154,2018-04-22,1610612744,Golden State Warriors,GSW @ SAS,L,90,-13.0
0041700114,2018-04-22,1610612738,Boston Celtics,BOS @ MIL,L,102,-2.0
0041700104,2018-04-22,1610612764,Washington Wizards,WAS vs. TOR,W,106,8.0
0041700114,2018-04-22,1610612749,Milwaukee Bucks,MIL vs. BOS,W,104,2.0
0041700104,2018-04-22,1610612761,Toronto Raptors,TOR @ WAS,L,98,-8.0
0041700154,2018-04-22,1610612759,San Antonio Spurs,SAS vs. GSW,W,103,13.0
0041700134,2018-04-22,1610612754,Indiana Pacers,IND vs. CLE,L,100,-4.0
0041700143,2018-04-21,1610612750,Minnesota Timberwolves,MIN vs. HOU,W,121,16.0
0041700164,2018-04-21,1610612757,Portland Trail Blazers,POR @ NOP,L,123,-8.0
0041700124,2018-04-21,1610612755,Philadelphia 76ers,PHI @ MIA,W,106,4.0
0041700143,2018-04-21,1610612745,Houston Rockets,HOU @ MIN,L,105,-16.0
0041700124,2018-04-21,1610612748,Miami Heat,MIA vs. PHI,L,102,-4.0
0041700164,2018-04-21,1610612740,New Orleans Pelicans,NOP vs. POR,W,131,8.0
0041700173,2018-04-21,1610612762,Utah Jazz,UTA vs. OKC,W,115,13.0
0041700173,2018-04-21,1610612760,Oklahoma City Thunder,OKC @ UTA,L,102,-13.0
0041700103,2018-04-20,1610612761,Toronto Raptors,TOR @ WAS,L,103,-19.0
0041700133,2018-04-20,1610612754,Indiana Pacers,IND vs. CLE,W,92,2.0
0041700113,2018-04-20,1610612738,Boston Celtics,BOS @ MIL,L,92,-24.0
0041700133,2018-04-20,1610612739,Cleveland Cavaliers,CLE @ IND,L,90,-2.0
0041700103,2018-04-20,1610612764,Washington Wizards,WAS vs. TOR,W,122,19.0
0041700113,2018-04-20,1610612749,Milwaukee Bucks,MIL vs. BOS,W,116,24.0
0041700123,2018-04-19,1610612755,Philadelphia 76ers,PHI @ MIA,W,128,20.0
0041700123,2018-04-19,1610612748,Miami Heat,MIA vs. PHI,L,108,-20.0
0041700153,2018-04-19,1610612759,San Antonio Spurs,SAS vs. GSW,L,97,-13.0
0041700163,2018-04-19,1610612740,New Orleans Pelicans,NOP vs. POR,W,119,17.0
0041700163,2018-04-19,1610612757,Portland Trail Blazers,POR @ NOP,L,102,-17.0
0041700153,2018-04-19,1610612744,Golden State Warriors,GSW @ SAS,W,110,13.0
0041700132,2018-04-18,1610612754,Indiana Pacers,IND @ CLE,L,97,-3.0
0041700142,2018-04-18,1610612750,Minnesota Timberwolves,MIN @ HOU,L,82,-20.0
0041700142,2018-04-18,1610612745,Houston Rockets,HOU vs. MIN,W,102,20.0
0041700172,2018-04-18,1610612762,Utah Jazz,UTA @ OKC,W,102,7.0
0041700172,2018-04-18,1610612760,Oklahoma City Thunder,OKC vs. UTA,L,95,-7.0
0041700132,2018-04-18,1610612739,Cleveland Cavaliers,CLE vs. IND,W,100,3.0
0041700162,2018-04-17,1610612757,Portland Trail Blazers,POR vs. NOP,L,102,-9.0
0041700112,2018-04-17,1610612749,Milwaukee Bucks,MIL @ BOS,L,106,-14.0
0041700102,2018-04-17,1610612764,Washington Wizards,WAS @ TOR,L,119,-11.0
0041700112,2018-04-17,1610612738,Boston Celtics,BOS vs. MIL,W,120,14.0
0041700162,2018-04-17,1610612740,New Orleans Pelicans,NOP @ POR,W,111,9.0
0041700102,2018-04-17,1610612761,Toronto Raptors,TOR vs. WAS,W,130,11.0
0041700122,2018-04-16,1610612755,Philadelphia 76ers,PHI vs. MIA,L,103,-10.0
0041700152,2018-04-16,1610612744,Golden State Warriors,GSW vs. SAS,W,116,15.0
0041700122,2018-04-16,1610612748,Miami Heat,MIA @ PHI,W,113,10.0
0041700152,2018-04-16,1610612759,San Antonio Spurs,SAS @ GSW,L,101,-15.0
0041700171,2018-04-15,1610612760,Oklahoma City Thunder,OKC vs. UTA,W,116,8.0
0041700131,2018-04-15,1610612739,Cleveland Cavaliers,CLE vs. IND,L,80,-18.0
0041700111,2018-04-15,1610612738,Boston Celtics,BOS vs. MIL,W,113,6.0
0041700111,2018-04-15,1610612749,Milwaukee Bucks,MIL @ BOS,L,107,-6.0
0041700141,2018-04-15,1610612750,Minnesota Timberwolves,MIN @ HOU,L,101,-3.0
0041700171,2018-04-15,1610612762,Utah Jazz,UTA @ OKC,L,108,-8.0
0041700141,2018-04-15,1610612745,Houston Rockets,HOU vs. MIN,W,104,3.0
0041700131,2018-04-15,1610612754,Indiana Pacers,IND @ CLE,W,98,18.0
0041700101,2018-04-14,1610612761,Toronto Raptors,TOR vs. WAS,W,114,8.0
0041700161,2018-04-14,1610612757,Portland Trail Blazers,POR vs. NOP,L,95,-2.0
0041700151,2018-04-14,1610612759,San Antonio Spurs,SAS @ GSW,L,92,-21.0
0041700161,2018-04-14,1610612740,New Orleans Pelicans,NOP @ POR,W,97,2.0
0041700121,2018-04-14,1610612755,Philadelphia 76ers,PHI vs. MIA,W,130,27.0
0041700151,2018-04-14,1610612744,Golden State Warriors,GSW vs. SAS,W,113,21.0
0041700121,2018-04-14,1610612748,Miami Heat,MIA @ PHI,L,103,-27.0
0041700101,2018-04-14,1610612764,Washington Wizards,WAS @ TOR,L,106,-8.0
