team_id,playoff_net_rtg
1610612737,-1.8
1610612738,-12.1
1610612751,6.6
1610612742,-5.5
1610612743,-5.3
1610612746,4.8
1610612747,-6.7
1610612763,-8.4
1610612748,-19.7
1610612749,5.3
1610612752,-7.6
1610612755,8.1
1610612756,4.2
1610612757,-0.7
1610612762,-1.6
1610612764,-14.1
