team_id,team_name,games_played,wins,losses,win_pct,off_rtg,def_rtg,net_rtg,pace,pie,tov_pct,oreb_pct,ts_pct,fg3_rate,ftr,point_diff,win_streak,srs
1610612754,Indiana Pacers,82,50,32,0.61,115.4,113.3,2.1,100.76,0.521,0.13,0.254,0.5941055018015465,0.4008958566629339,0.24188129899216126,2.2,1,1.68
1610612746,LA Clippers,82,50,32,0.61,114.3,109.4,4.9,98.24,0.521,0.151,0.282,0.5889533427927552,0.3870220162224797,0.2514484356894554,4.7,8,4.841
1610612747,Los Angeles Lakers,82,50,32,0.61,115.0,113.8,1.2,98.34,0.511,0.142,0.273,0.5924269653529486,0.4257309941520468,0.27134502923976606,1.2,-1,1.449
1610612763,Memphis Grizzlies,82,48,34,0.585,117.2,112.6,4.7,103.69,0.524,0.151,0.33,0.5876274721878864,0.4062165058949625,0.2497320471596999,4.9,1,4.793
1610612748,Miami Heat,82,37,45,0.451,112.4,112.0,0.4,97.08,0.505,0.138,0.263,0.5767145002502919,0.42873563218390803,0.232183908045977,0.6,-1,0.109
1610612749,Milwaukee Bucks,82,48,34,0.585,115.1,112.7,2.4,99.92,0.513,0.133,0.235,0.598048962346216,0.4236111111111111,0.2673611111111111,2.5,8,2.121
1610612750,Minnesota Timberwolves,82,49,33,0.598,115.7,110.8,5.0,97.95,0.524,0.146,0.3,0.5880113589595852,0.4554794520547945,0.2488584474885845,5.0,3,5.147
1610612740,New Orleans Pelicans,82,21,61,0.256,109.7,119.1,-9.4,99.77,0.455,0.146,0.303,0.5515592348497026,0.38487208008898777,0.24360400444938818,-9.4,-7,-8.59
1610612752,New York Knicks,82,51,31,0.622,117.3,113.3,4.0,97.64,0.527,0.134,0.305,0.5889652927533873,0.38228699551569506,0.23206278026905827,4.1,1,3.589
1610612760,Oklahoma City Thunder,82,68,14,0.829,119.2,106.6,12.7,100.9,0.562,0.116,0.281,0.5925685510838349,0.41855447680690394,0.22006472491909382,12.9,4,12.702
1610612753,Orlando Magic,82,41,41,0.5,108.9,109.1,-0.2,96.51,0.497,0.147,0.302,0.5494161801501252,0.4114219114219114,0.2680652680652681,-0.1,-1,-0.697
1610612755,Philadelphia 76ers,82,24,58,0.293,111.0,117.3,-6.3,98.13,0.459,0.138,0.279,0.5632065775950668,0.425629290617849,0.2574370709382151,-6.2,-2,-6.29
1610612756,Phoenix Suns,82,36,46,0.439,114.7,117.7,-3.0,98.31,0.495,0.142,0.264,0.5950634874072832,0.440324449594438,0.2410196987253766,-3.0,-1,-2.554
1610612757,Portland Trail Blazers,82,36,46,0.439,111.0,113.7,-2.7,99.51,0.473,0.16,0.332,0.5546774967989757,0.417960088691796,0.24611973392461195,-3.0,1,-2.665
1610612758,Sacramento Kings,82,40,42,0.488,115.9,115.3,0.6,98.91,0.502,0.133,0.294,0.5818280564830832,0.3906770255271921,0.23529411764705882,0.5,1,0.584
1610612759,San Antonio Spurs,82,34,48,0.415,113.5,116.3,-2.8,100.08,0.493,0.138,0.278,0.5750201938610663,0.4409799554565702,0.23385300668151449,-2.8,1,-2.45
1610612761,Toronto Raptors,82,30,52,0.366,109.6,113.6,-4.1,100.62,0.477,0.152,0.311,0.5529296797096247,0.37362637362637363,0.23186813186813188,-4.3,-2,-4.398
1610612762,Utah Jazz,82,17,65,0.207,110.2,119.4,-9.2,100.85,0.45,0.17,0.311,0.5676975526604164,0.44870349492671924,0.2525366403607666,-9.3,-2,-8.514
1610612764,Washington Wizards,82,18,64,0.22,105.8,118.0,-12.2,101.82,0.437,0.152,0.272,0.5456529647144416,0.43492769744160176,0.22914349276974416,-12.4,1,-12.135
