team_id,playoff_net_rtg
1610612738,-1.5
1610612751,-10.2
1610612743,2.2
1610612765,-23.8
1610612744,3.1
1610612745,3.0
1610612754,-8.1
1610612746,-9.0
1610612749,8.8
1610612760,-5.5
1610612753,-15.7
1610612755,3.1
1610612757,-1.1
1610612759,-2.3
1610612761,5.6
1610612762,-9.3
