GAME_ID,GAME_DATE,TEAM_ID,TEAM_NAME,MATCHUP,WL,PTS,PLUS_MINUS
0042100406,2022-06-16,1610612744,Golden State Warriors,GSW @ BOS,W,103,13.0
0042100406,2022-06-16,1610612738,Boston Celtics,BOS vs. GSW,L,90,-13.0
0042100405,2022-06-13,1610612738,Boston Celtics,BOS @ GSW,L,94,-10.0
0042100405,2022-06-13,1610612744,Golden State Warriors,GSW vs. BOS,W,104,10.0
0042100404,2022-06-10,1610612744,Golden State Warriors,GSW @ BOS,W,107,10.0
0042100404,2022-06-10,1610612738,Boston Celtics,BOS vs. GSW,L,97,-10.0
0042100403,2022-06-08,1610612744,Golden State Warriors,GSW @ BOS,L,100,-16.0
0042100403,2022-06-08,1610612738,Boston Celtics,BOS vs. GSW,W,116,16.0
0042100402,2022-06-05,1610612738,Boston Celtics,BOS @ GSW,L,88,-19.0
0042100402,2022-06-05,1610612744,Golden State Warriors,GSW vs. BOS,W,107,19.0
0042100401,2022-06-02,1610612744,Golden State Warriors,GSW vs. BOS,L,108,-12.0
0042100401,2022-06-02,1610612738,Boston Celtics,BOS @ GSW,W,120,12.0
0042100307,2022-05-29,1610612748,Miami Heat,MIA vs. BOS,L,96,-4.0
0042100307,2022-05-29,1610612738,Boston Celtics,BOS @ MIA,W,100,4.0
0042100306,2022-05-27,1610612738,Boston Celtics,BOS vs. MIA,L,103,-8.0
0042100306,2022-05-27,1610612748,Miami Heat,MIA @ BOS,W,111,8.0
0042100315,2022-05-26,1610612744,Golden State Warriors,GSW vs. DAL,W,120,10.0
0042100315,2022-05-26,1610612742,Dallas Mavericks,DAL @ GSW,L,110,-10.0
0042100305,2022-05-25,1610612748,Miami Heat,MIA vs. BOS,L,80,-13.0
0042100305,2022-05-25,1610612738,Boston Celtics,BOS @ MIA,W,93,13.0
0042100314,2022-05-24,1610612744,Golden State Warriors,GSW @ DAL,L,109,-10.0
0042100314,2022-05-24,1610612742,Dallas Mavericks,DAL vs. GSW,W,119,10.0
0042100304,2022-05-23,1610612748,Miami Heat,MIA @ BOS,L,82,-20.0
0042100304,2022-05-23,1610612738,Boston Celtics,BOS vs. MIA,W,102,20.0
0042100313,2022-05-22,1610612744,Golden State Warriors,GSW @ DAL,W,109,9.0
0042100313,2022-05-22,1610612742,Dallas Mavericks,DAL vs. GSW,L,100,-9.0
0042100303,2022-05-21,1610612748,Miami Heat,MIA @ BOS,W,109,6.0
0042100303,2022-05-21,1610612738,Boston Celtics,BOS vs. MIA,L,103,-6.0
0042100312,2022-05-20,1610612742,Dallas Mavericks,DAL @ GSW,L,117,-9.0
0042100312,2022-05-20,1610612744,Golden State Warriors,GSW vs. DAL,W,126,9.0
0042100302,2022-05-19,1610612738,Boston Celtics,BOS @ MIA,W,127,25.0
0042100302,2022-05-19,1610612748,Miami Heat,MIA vs. BOS,L,102,-25.0
0042100311,2022-05-18,1610612742,Dallas Mavericks,DAL @ GSW,L,87,-25.0
0042100311,2022-05-18,1610612744,Golden State Warriors,GSW vs. DAL,W,112,25.0
0042100301,2022-05-17,1610612738,Boston Celtics,BOS @ MIA,L,107,-11.0
0042100301,2022-05-17,1610612748,Miami Heat,MIA vs. BOS,W,118,11.0
0042100217,2022-05-15,1610612749,Milwaukee Bucks,MIL @ BOS,L,81,-28.0
0042100217,2022-05-15,1610612738,Boston Celtics,BOS vs. MIL,W,109,28.0
0042100227,2022-05-15,1610612756,Phoenix Suns,PHX vs. DAL,L,90,-33.0
0042100227,2022-05-15,1610612742,Dallas Mavericks,DAL @ PHX,W,123,33.0
0042100216,2022-05-13,1610612738,Boston Celtics,BOS @ MIL,W,108,13.0
0042100216,2022-05-13,1610612749,Milwaukee Bucks,MIL vs. BOS,L,95,-13.0
0042100236,2022-05-13,1610612763,Memphis Grizzlies,MEM @ GSW,L,96,-14.0
0042100236,2022-05-13,1610612744,Golden State Warriors,GSW vs. MEM,W,110,14.0
0042100206,2022-05-12,1610612748,Miami Heat,MIA @ PHI,W,99,9.0
0042100206,2022-05-12,1610612755,Philadelphia 76ers,PHI vs. MIA,L,90,-9.0
0042100226,2022-05-12,1610612742,Dallas Mavericks,DAL vs. PHX,W,113,27.0
0042100226,2022-05-12,1610612756,Phoenix Suns,PHX @ DAL,L,86,-27.0
0042100215,2022-05-11,1610612738,Boston Celtics,BOS vs. MIL,L,107,-3.0
0042100235,2022-05-11,1610612763,Memphis Grizzlies,MEM vs. GSW,W,134,39.0
0042100235,2022-05-11,1610612744,Golden State Warriors,GSW @ MEM,L,95,-39.0
0042100215,2022-05-11,1610612749,Milwaukee Bucks,MIL @ BOS,W,110,3.0
0042100205,2022-05-10,1610612748,Miami Heat,MIA vs. PHI,W,120,35.0
0042100205,2022-05-10,1610612755,Philadelphia 76ers,PHI @ MIA,L,85,-35.0
0042100225,2022-05-10,1610612756,Phoenix Suns,PHX vs. DAL,W,110,30.0
0042100225,2022-05-10,1610612742,Dallas Mavericks,DAL @ PHX,L,80,-30.0
0042100234,2022-05-09,1610612763,Memphis Grizzlies,MEM @ GSW,L,98,-3.0
0042100214,2022-05-09,1610612738,Boston Celtics,BOS @ MIL,W,116,8.0
0042100234,2022-05-09,1610612744,Golden State Warriors,GSW vs. MEM,W,101,3.0
0042100214,2022-05-09,1610612749,Milwaukee Bucks,MIL vs. BOS,L,108,-8.0
0042100224,2022-05-08,1610612756,Phoenix Suns,PHX @ DAL,L,101,-10.0
0042100224,2022-05-08,1610612742,Dallas Mavericks,DAL vs. PHX,W,111,10.0
0042100204,2022-05-08,1610612748,Miami Heat,MIA @ PHI,L,108,-8.0
0042100204,2022-05-08,1610612755,Philadelphia 76ers,PHI vs. MIA,W,116,8.0
0042100213,2022-05-07,1610612738,Boston Celtics,BOS @ MIL,L,101,-2.0
0042100233,2022-05-07,1610612763,Memphis Grizzlies,MEM @ GSW,L,112,-30.0
0042100213,2022-05-07,1610612749,Milwaukee Bucks,MIL vs. BOS,W,103,2.0
0042100233,2022-05-07,1610612744,Golden State Warriors,GSW vs. MEM,W,142,30.0
0042100203,2022-05-06,1610612755,Philadelphia 76ers,PHI vs. MIA,W,99,20.0
0042100203,2022-05-06,1610612748,Miami Heat,MIA @ PHI,L,79,-20.0
0042100223,2022-05-06,1610612742,Dallas Mavericks,DAL vs. PHX,W,103,9.0
0042100223,2022-05-06,1610612756,Phoenix Suns,PHX @ DAL,L,94,-9.0
0042100202,2022-05-04,1610612755,Philadelphia 76ers,PHI @ MIA,L,103,-16.0
0042100222,2022-05-04,1610612756,Phoenix Suns,PHX vs. DAL,W,129,20.0
0042100202,2022-05-04,1610612748,Miami Heat,MIA vs. PHI,W,119,16.0
0042100222,2022-05-04,1610612742,Dallas Mavericks,DAL @ PHX,L,109,-20.0
0042100212,2022-05-03,1610612749,Milwaukee Bucks,MIL @ BOS,L,86,-23.0
0042100232,2022-05-03,1610612744,Golden State Warriors,GSW @ MEM,L,101,-5.0
0042100212,2022-05-03,1610612738,Boston Celtics,BOS vs. MIL,W,109,23.0
0042100232,2022-05-03,1610612763,Memphis Grizzlies,MEM vs. GSW,W,106,5.0
0042100201,2022-05-02,1610612755,Philadelphia 76ers,PHI @ MIA,L,92,-14.0
0042100201,2022-05-02,1610612748,Miami Heat,MIA vs. PHI,W,106,14.0
0042100221,2022-05-02,1610612742,Dallas Mavericks,DAL @ PHX,L,114,-7.0
