team_id,team_name,games_played,wins,losses,win_pct,off_rtg,def_rtg,net_rtg,pace,pie,tov_pct,oreb_pct,ts_pct,fg3_rate,ftr,point_diff,win_streak,srs
1610612748,Miami Heat,82,41,41,0.5,107.4,106.4,1.0,95.51,0.5,0.14,0.284,0.541425333669101,0.3146853146853147,0.2517482517482518,1.1,3,0.777
1610612749,Milwaukee Bucks,82,42,40,0.512,108.5,108.7,-0.2,94.99,0.504,0.146,0.26,0.5645407384803174,0.28937728937728935,0.2735042735042735,-0.2,-1,-0.443
1610612750,Minnesota Timberwolves,82,31,51,0.378,110.0,110.9,-0.9,95.48,0.501,0.146,0.309,0.5555087955559296,0.24881516587677724,0.2867298578199052,-1.1,-6,-0.634
1610612740,New Orleans Pelicans,82,34,48,0.415,104.7,106.8,-2.1,98.56,0.493,0.129,0.228,0.5386728917902739,0.3080459770114943,0.2563218390804598,-2.1,1,-1.686
1610612752,New York Knicks,82,31,51,0.378,107.1,110.7,-3.6,96.63,0.482,0.143,0.305,0.533318334287818,0.2790960451977401,0.2384180790960452,-3.7,1,-3.869
1610612760,Oklahoma City Thunder,82,47,35,0.573,107.9,107.1,0.8,98.18,0.499,0.152,0.323,0.5397359040829552,0.2951945080091533,0.2951945080091533,0.8,-1,1.122
1610612753,Orlando Magic,82,29,53,0.354,103.7,110.3,-6.5,96.9,0.46,0.137,0.267,0.5242905741785595,0.3,0.24597701149425286,-6.6,1,-6.609
1610612755,Philadelphia 76ers,82,28,54,0.341,102.7,108.2,-5.5,99.07,0.47,0.167,0.273,0.5390608549168246,0.3493552168815944,0.2579132473622509,-5.7,-8,-5.806
1610612756,Phoenix Suns,82,24,58,0.293,106.1,111.3,-5.2,100.85,0.462,0.152,0.299,0.5381125589575506,0.25536723163841807,0.29717514124293787,-5.6,-1,-5.139
1610612757,Portland Trail Blazers,82,41,41,0.5,109.4,110.0,-0.6,97.38,0.493,0.139,0.269,0.5589051881319411,0.32171893147502906,0.27526132404181186,-0.5,-1,-0.226
1610612758,Sacramento Kings,82,32,50,0.39,106.6,110.8,-4.2,95.42,0.478,0.152,0.258,0.5565661815661817,0.2911084043848965,0.2838002436053593,-3.9,-1,-3.292
1610612759,San Antonio Spurs,82,61,21,0.744,110.3,102.9,7.4,94.86,0.551,0.141,0.282,0.5638252302420219,0.28076463560334525,0.2628434886499402,7.2,-3,7.134
1610612761,Toronto Raptors,82,51,31,0.622,111.4,107.1,4.3,95.41,0.516,0.132,0.291,0.5610488306671705,0.28791469194312796,0.29265402843601895,4.2,4,3.652
1610612762,Utah Jazz,82,51,31,0.622,109.0,104.7,4.3,92.09,0.534,0.148,0.27,0.5620925247834242,0.3270440251572327,0.2880503144654088,3.9,2,4.002
1610612764,Washington Wizards,82,49,33,0.598,110.4,108.8,1.7,97.94,0.511,0.143,0.286,0.5644927835904222,0.2850574712643678,0.2540229885057471,1.8,-1,1.363
