team_id,playoff_net_rtg
1610612738,0.9
1610612739,-2.8
1610612744,10.7
1610612745,1.6
1610612754,6.9
1610612748,-10.4
1610612749,-0.1
1610612750,-9.0
1610612740,-1.4
1610612760,-4.0
1610612755,3.9
1610612757,-8.4
1610612759,-9.8
1610612761,-4.9
1610612762,-1.8
1610612764,-1.1
